,s_id_species,species,species_simple,B11,Mg24,Al27,Na23,Li7,Ba138,U238,Cd111,Sr88,Mn55
1433,Dan-C2_9_Nuttallides truempyi,Nuttallides truempyi,Nuttallides truempyi,74.97733065708704,1.316429584040434,40.34350364762119,2.434709401026751,7.525357402566039,1.6321860975384053,13.078906480897707,0.2326661813727579,0.9038599777820164,65.65887912008243
1434,Dan-C2_9_Nuttallides truempyi,Nuttallides truempyi,Nuttallides truempyi,74.97733065708704,1.316429584040434,40.34350364762119,2.434709401026751,7.525357402566039,1.6321860975384053,13.078906480897707,0.2326661813727579,0.9038599777820164,65.65887912008243
1435,Dan-C2_10_Nuttallides truempyi,Nuttallides truempyi,Nuttallides truempyi,87.26722200030763,1.1936255481391933,58.52463517403,2.57963156609927,6.87130846475217,2.47592170588993,14.739839592429735,0.2011261471638597,0.9196493820446746,161.93007745587087
1436,Dan-C2_10_Nuttallides truempyi,Nuttallides truempyi,Nuttallides truempyi,87.26722200030763,1.1936255481391933,58.52463517403,2.57963156609927,6.87130846475217,2.47592170588993,14.739839592429735,0.2011261471638597,0.9196493820446746,161.93007745587087
1437,Dan-C2_11_Nuttallides truempyi,Nuttallides truempyi,Nuttallides truempyi,82.50876144739543,1.162710322366535,20.96716560996488,2.485045899146761,6.94943921864122,3.194126748633189,11.792456111754811,0.1958774510054216,0.9136062090308372,112.2582850020588
1438,Dan-C2_12_Nuttallides truempyi,Nuttallides truempyi,Nuttallides truempyi,87.61809842845713,1.156455753251195,58.50312240157029,2.5729081668843645,7.51263585456446,4.540302484328491,12.639606993925575,0.21333876873691,0.9141698413412008,248.4809179973329
1439,Dan-C2_12_Nuttallides truempyi,Nuttallides truempyi,Nuttallides truempyi,87.61809842845713,1.156455753251195,58.50312240157029,2.5729081668843645,7.51263585456446,4.540302484328491,12.639606993925575,0.21333876873691,0.9141698413412008,248.4809179973329
1440,Dan-C2_13_Nuttallides truempyi,Nuttallides truempyi,Nuttallides truempyi,83.32145973341638,1.2067818002139037,46.72303089954511,2.4840398577406804,6.7718086418741965,6.564689824386282,11.824270517698771,0.2250435544619278,0.9128028944425804,193.1337736465382
1441,Dan-C2_13_Nuttallides truempyi,Nuttallides truempyi,Nuttallides truempyi,83.32145973341638,1.2067818002139037,46.72303089954511,2.4840398577406804,6.7718086418741965,6.564689824386282,11.824270517698771,0.2250435544619278,0.9128028944425804,193.1337736465382
1442,Dan-C2_14_Nuttallides truempyi,Nuttallides truempyi,Nuttallides truempyi,81.90604334560905,1.1800774464731745,39.78999143985693,2.4456738987686157,7.482709545978058,2.898712940339254,12.12254745339647,0.1905841824977615,0.9054951623267046,157.7545013091759
1443,Dan-C2_14_Nuttallides truempyi,Nuttallides truempyi,Nuttallides truempyi,81.90604334560905,1.1800774464731745,39.78999143985693,2.4456738987686157,7.482709545978058,2.898712940339254,12.12254745339647,0.1905841824977615,0.9054951623267046,157.7545013091759
1444,Dan-C2_15_Nuttallides truempyi,Nuttallides truempyi,Nuttallides truempyi,82.55171570339304,1.2782925854007474,73.6907811147412,2.4864409907844403,7.407143641852633,3.2031648369841554,14.927686138881263,0.244034938227269,0.90511726697446,176.1272402169983
1445,Dan-C2_15_Nuttallides truempyi,Nuttallides truempyi,Nuttallides truempyi,82.55171570339304,1.2782925854007474,73.6907811147412,2.4864409907844403,7.407143641852633,3.2031648369841554,14.927686138881263,0.244034938227269,0.90511726697446,176.1272402169983
1446,Dan-C2_16_Nuttallides truempyi,Nuttallides truempyi,Nuttallides truempyi,82.65669734825806,1.21607489737041,59.39589154669674,2.6175913634597983,7.264945339821983,2.919634671710956,13.414857612534949,0.2336433047625072,0.9113902306662416,168.12371492852844
1447,Dan-C2_16_Nuttallides truempyi,Nuttallides truempyi,Nuttallides truempyi,82.65669734825806,1.21607489737041,59.39589154669674,2.6175913634597983,7.264945339821983,2.919634671710956,13.414857612534949,0.2336433047625072,0.9113902306662416,168.12371492852844
1448,Dan-C2_17_Nuttallides truempyi,Nuttallides truempyi,Nuttallides truempyi,83.62744830990421,1.2589530687356865,37.12329721990919,2.6089160105314115,7.803473013516276,1.87863873239798,12.857613600404989,0.2059923001049985,0.8998238902915167,122.16759588931322
1449,Dan-C2_17_Nuttallides truempyi,Nuttallides truempyi,Nuttallides truempyi,83.62744830990421,1.2589530687356865,37.12329721990919,2.6089160105314115,7.803473013516276,1.87863873239798,12.857613600404989,0.2059923001049985,0.8998238902915167,122.16759588931322
1450,Dan-C2_18_Nuttallides truempyi,Nuttallides truempyi,Nuttallides truempyi,82.64338594738282,1.2925575106954366,35.7191468141317,2.49523836027988,7.35515264657797,2.268970585977279,12.595515464498773,0.2001899685452483,0.9010847159083974,143.29239213917643
1451,Dan-C2_19_Nuttallides truempyi,Nuttallides truempyi,Nuttallides truempyi,84.78774563007133,1.309246130073992,58.06658542408123,2.477990858934806,7.678557323061788,2.388748993364822,14.725050476823869,0.2155071859063743,0.8972518336346772,173.49076752376834
1452,Dan-C2_19_Nuttallides truempyi,Nuttallides truempyi,Nuttallides truempyi,84.78774563007133,1.309246130073992,58.06658542408123,2.477990858934806,7.678557323061788,2.388748993364822,14.725050476823869,0.2155071859063743,0.8972518336346772,173.49076752376834
1453,Dan-C2_20_Nuttallides truempyi,Nuttallides truempyi,Nuttallides truempyi,83.59530859102877,1.2872803417413323,111.71500882487946,2.4508765397749537,7.81641815337325,3.106663310810497,16.989511928261553,0.2736326289700153,0.8999299497920493,175.46360631290528
1454,Dan-C2_20_Nuttallides truempyi,Nuttallides truempyi,Nuttallides truempyi,83.59530859102877,1.2872803417413323,111.71500882487946,2.4508765397749537,7.81641815337325,3.106663310810497,16.989511928261553,0.2736326289700153,0.8999299497920493,175.46360631290528
1455,Dan-C2_21_Nuttallides truempyi,Nuttallides truempyi,Nuttallides truempyi,82.44870474447268,1.2424622562890677,58.16489420130055,2.530399170322804,7.844877173679173,2.4305628193364552,12.258534638593511,0.2354271735901483,0.8964792194904214,131.71886557556087
1456,Dan-C2_21_Nuttallides truempyi,Nuttallides truempyi,Nuttallides truempyi,82.44870474447268,1.2424622562890677,58.16489420130055,2.530399170322804,7.844877173679173,2.4305628193364552,12.258534638593511,0.2354271735901483,0.8964792194904214,131.71886557556087
1457,1262_2020_3_Nuttallides truempyi,Nuttallides truempyi,Nuttallides truempyi,85.26958058524835,1.3225409822508336,14.32268242936706,2.645026222390343,7.616803624469545,1.8421845376302612,10.953322592523634,0.2479221007898188,0.8803115806845322,56.918753755596384
1458,Dan-C2_22_Nuttallides truempyi,Nuttallides truempyi,Nuttallides truempyi,84.56360708572639,1.2464283436477452,42.43727065434052,2.448236616395274,7.474772427304628,2.0055607533087065,15.261620890164911,0.2317036795448814,0.9104345242847148,115.37960685565828
1459,Dan-C2_23_Nuttallides truempyi,Nuttallides truempyi,Nuttallides truempyi,81.47581009650709,1.4092445076477529,120.34182756653664,2.376755301150745,7.771483156748584,2.5037876948553697,16.876338731886786,0.3183949336532924,0.889979600754937,102.5280639269916
1460,Dan-C2_24_Nuttallides truempyi,Nuttallides truempyi,Nuttallides truempyi,84.58091777814676,1.3507109373398027,135.48215748234426,2.421429564940208,7.631769424773117,2.8216764204544718,18.948504121448856,0.2037202076777394,0.901144199236158,122.82952211567518
1461,Dan-C2_24_Nuttallides truempyi,Nuttallides truempyi,Nuttallides truempyi,84.58091777814676,1.3507109373398027,135.48215748234426,2.421429564940208,7.631769424773117,2.8216764204544718,18.948504121448856,0.2037202076777394,0.901144199236158,122.82952211567518
1462,Dan-C2_25_Nuttallides truempyi,Nuttallides truempyi,Nuttallides truempyi,87.99320020855913,1.3058321788899636,73.79555448382976,2.530336011973919,8.117486176616788,2.285048136713748,13.546284696823989,0.191224867542238,0.8996393994480067,124.2457551043362
1463,Dan-C2_26_Nuttallides truempyi,Nuttallides truempyi,Nuttallides truempyi,91.23569583640392,1.2331637215246982,86.21893914262125,2.6541570516205955,8.147829736523468,2.7473833005752235,13.9939743554905,0.2175813528596057,0.9259013692692976,174.98795866075457
1464,Dan-C2_26_Nuttallides truempyi,Nuttallides truempyi,Nuttallides truempyi,91.23569583640392,1.2331637215246982,86.21893914262125,2.6541570516205955,8.147829736523468,2.7473833005752235,13.9939743554905,0.2175813528596057,0.9259013692692976,174.98795866075457
1465,Dan-C2_27_Nuttallides truempyi,Nuttallides truempyi,Nuttallides truempyi,83.87873441462624,1.349354035849964,132.29623966509448,2.409221796456558,8.320215419967072,4.657066494880708,20.383519570777104,0.2976148607532115,0.9002307080302915,206.31051352440412
1466,Dan-C2_27_Nuttallides truempyi,Nuttallides truempyi,Nuttallides truempyi,83.87873441462624,1.349354035849964,132.29623966509448,2.409221796456558,8.320215419967072,4.657066494880708,20.383519570777104,0.2976148607532115,0.9002307080302915,206.31051352440412
1467,1262_2020_2_Nuttallides truempyi,Nuttallides truempyi,Nuttallides truempyi,86.0365836959095,1.3542547510557863,20.93940988968126,2.709234005030976,7.584038725797774,1.8818413462112824,12.421956033916551,0.2047683798895167,0.912097301987052,55.44245123025088
1468,Dan-C2_28_Nuttallides truempyi,Nuttallides truempyi,Nuttallides truempyi,93.2669211258912,1.1920136038525164,95.22944916302944,2.320848427472055,7.939204968919446,2.524806899982585,15.119095862243578,0.1674321479728109,0.9140249127294494,126.7587196978035
1469,Dan-C2_66_Nuttallides truempyi,Nuttallides truempyi,,85.94440997081371,1.3239860634035037,83.81421494658336,2.478328075015278,7.376155262812323,2.579488342396026,15.562413281891752,0.2201273411294561,0.9034617527530676,103.39993697972076
1470,1262C_13_7_39_42_202.59_202.62_Nuttallides truempyi,Nuttallides truempyi,Nuttallides truempyi,76.96772614,1.318146222,102.6961203,2.531484224,7.305691038,2.509678385,18.22321886,0.181779557,0.914561504,55.07091571
1471,1262C_13_6_117_H_7_42_202.17_202.62_Nuttallides truempyi,Nuttallides truempyi,Nuttallides truempyi,96.85699857149856,1.2095663519819289,57.199584652698704,2.3822900822475432,8.032272121938982,2.3320611416500743,16.12559141513813,0.177235284563146,0.897317872126583,46.443222304820026
1472,1262C_13_6_99_118_201.99_202.17_Nuttallides truempyi,Nuttallides truempyi,Nuttallides truempyi,82.67925501365382,1.1619375388714337,20.429795704174328,2.3677798362539813,7.818018386518455,1.7022158408830848,11.528887708218276,0.206286135276243,0.8999767644506872,67.8606546485837
1473,1262C_13_6_84_97_201.84_201.96_Nuttallides truempyi,Nuttallides truempyi,Nuttallides truempyi,88.68330580646656,1.19422869180664,9.136081147470142,2.4802796197883032,7.973295517698179,1.7424270445367318,11.66876117605866,0.2000103125229589,0.8974067174651637,107.91207321946656
1474,1262C_13_6_66_82_201.66_201.81_Nuttallides truempyi,Nuttallides truempyi,Nuttallides truempyi,100.9476216,1.160786502,41.45829264,3.113777161,9.324510647,1.774111909,15.32622606,0.204679803,0.958653351,38.24042916
1475,1262C_13_6_24_61_201.24_201.6_Nuttallides truempyi,Nuttallides truempyi,Nuttallides truempyi,92.98748194,1.616322347,49.24376363,2.914144495,8.127126688,1.930030842,15.60215333,0.192951055,0.93603609,47.97696529
1476,1262C_13_5_144_H_6_19_200.94_201.18_Nuttallides truempyi,Nuttallides truempyi,Nuttallides truempyi,92.91959845347527,1.1859286986044624,61.70852611981762,2.569522670123225,7.947581478001325,2.5168262721812757,12.984137330704067,0.1952534369125112,0.8086230106744335,51.981926589629545
1477,1262C_13_5_96_139_200.46_200.88_Nuttallides truempyi,Nuttallides truempyi,Nuttallides truempyi,87.74677935,1.38660626,44.55282898,2.736602274,9.234471891,2.043988374,15.46740622,0.197635777,0.965982161,43.83681248
1478,1262C_13_5_39_94_199.89_200.43_Nuttallides truempyi,Nuttallides truempyi,Nuttallides truempyi,134.32313014324367,1.552304287331409,132.81176595360503,2.943998550481356,10.24693470083704,2.254548838822694,18.47662532625477,0.214028477523604,0.9537670246858708,43.68424442992005
1479,1262C_13_4_90_H_5_34_198.90_199.83_Nuttallides truempyi,Nuttallides truempyi,Nuttallides truempyi,21.42256688615751,2.8474360200791784,26.291136140299237,2.373941864040363,11.151967311646665,2.355115935253078,24.765623822040293,0.370726318481748,1.041315949124508,99.9638482462648
1480,1262C_13_4_18_43_198.18_198.42_Nuttallides truempyi,Nuttallides truempyi,Nuttallides truempyi,100.0700649725347,1.127478418076134,17.17663386720742,2.520589445221083,7.730441837904995,1.4380178060694746,16.4967462340371,0.135633469626482,0.9181773778398714,32.63732459270237
1481,1262C_13_3_105_118_197.55_197.67_Nuttallides truempyi,Nuttallides truempyi,Nuttallides truempyi,92.09237277139762,1.2032516314575308,50.39085150190638,2.439903916821957,6.697357607127734,1.908485075413896,14.604842575672272,0.2413853518590193,0.9112620814961596,99.73530501752704
1482,1262C_13_3_60_103_197.1_197.52_Nuttallides truempyi,Nuttallides truempyi,Nuttallides truempyi,87.71943684694588,2.095958850698223,34.40921930024662,2.683457787955513,9.14348917242527,2.7961259858937044,16.955335217661144,0.2479485239973665,1.250043136240681,49.41493220428338
1483,1262C_13_3_54_61_197.04_197.1_Nuttallides truempyi,Nuttallides truempyi,Nuttallides truempyi,81.69623990029385,1.2302893183426211,18.82039258243254,2.518101344651287,7.549460251504332,1.9514583902919864,9.939813459013235,0.2352097336139524,0.8933601648934835,54.120390363208806
1484,1262C_13_3_30_37_196.8_196.86_Nuttallides truempyi,Nuttallides truempyi,Nuttallides truempyi,86.97016107,1.338993307,40.57243221,2.726288432,8.012409139,1.587426203,14.73527258,0.170672973,1.005220737,38.87556564
1485,1262C_13_3_12_31_196.62_196.8_Nuttallides truempyi,Nuttallides truempyi,Nuttallides truempyi,85.79635844,1.358068202,24.76725994,2.614927289,7.747963833,1.585268165,15.66722753,0.162582893,0.975116855,40.95368646
1486,1262C_13_2_137_138_H_3_6_7_196.37_196.56_Nuttallides truempyi,Nuttallides truempyi,Nuttallides truempyi,79.29701159,1.576708121,29.94712615,2.633995938,8.433696876,1.802636635,16.78344987,0.26056388,0.955371684,53.46400822
1487,1262C_13_2_119_132_196.19_196.31_Nuttallides truempyi,Nuttallides truempyi,Nuttallides truempyi,85.94081443,1.402025409,29.74095378,2.531130849,7.69037192,1.79974288,16.00447047,0.201205056,0.928892233,52.16808026
1488,1262C_13_2_107_114_196.07_196.13_Nuttallides truempyi,Nuttallides truempyi,Nuttallides truempyi,90.50478908419352,1.209538899888868,16.428969734159793,2.514504378238738,7.120006664288189,1.9106544734199744,14.49643776858689,0.1718739047012678,0.9160155195694843,37.1217698201431
1489,1262C_13_2_58_59_195.58_Nuttallides truempyi,Nuttallides truempyi,Nuttallides truempyi,92.67341131,1.378743723,34.12982217,2.695295562,8.117473111,2.020096796,14.81403508,0.23493357,0.989169829,68.15306416
1490,1262_79_Barnet_Nuttallides truempyi,Nuttallides truempyi,Nuttallides truempyi,88.13871921907669,1.2923406668215447,142.8275214193752,2.511046578609577,7.727476877355551,3.829790276335774,13.948562651282206,0.1997364648234458,0.8114531959870812,54.35801771030809
1492,1262_10_Barnet_Nuttallides truempyi,Nuttallides truempyi,Nuttallides truempyi,84.38922126334974,1.3935595075438854,188.906181313992,2.2934866130760936,8.2576402656558,3.065798986815366,15.31870339303831,0.1802411273299059,0.7937802073232681,69.83244330115132
1495,1262_77_Barnet_Nuttallides truempyi,Nuttallides truempyi,Nuttallides truempyi,91.01992497534302,1.0974585322621004,44.4283282105944,2.4910275473731454,7.617525197453359,3.589335908625629,12.538620766791755,0.1692020197485474,0.8180050914368058,54.09154855659062
1497,1262_76_Barnet_Nuttallides truempyi,Nuttallides truempyi,Nuttallides truempyi,93.94032946836433,1.068522168684067,66.08487002404912,2.47977933548999,7.857212466488474,5.129137494421211,13.133761983759609,0.1685425851621678,0.8221689985488884,86.77262377145347
1499,1262_2020_1_Barnet_Nuttallides truempyi,Nuttallides truempyi,Nuttallides truempyi,92.21166160003246,1.2662260489104755,28.36615929228643,2.564973766899683,7.626081123613557,2.13277822679532,15.799075748712486,0.1706586072906463,0.8982630088835355,53.73212633695205
1500,1262_12_Barnet_Nuttallides truempyi,Nuttallides truempyi,Nuttallides truempyi,88.47318087015041,1.4725541425094864,223.45937224144416,2.374150624159064,8.772951148104397,3.0778962216356422,15.735309377148596,0.1769764738771026,0.7996636579689884,70.20085349127545
1501,1262_73_Barnet_Nuttallides truempyi,Nuttallides truempyi,Nuttallides truempyi,104.8394521694164,1.1782229991360902,60.85807283983232,2.569071481017603,7.933874163496286,2.7244939762742915,12.826002589761153,0.2483289859088181,0.9275607613916554,142.43453583293368
1503,1262_68_Barnet_Nuttallides truempyi,Nuttallides truempyi,Nuttallides truempyi,87.01487395624719,1.1234688469106564,25.258826486205702,2.5395420482606705,7.172685240882305,1.917934087711399,12.067235639782911,0.1663792952173177,0.9174677014759242,33.29841124678575
1506,1262_65_Barnet_Nuttallides truempyi,Nuttallides truempyi,Nuttallides truempyi,84.36588130331754,1.7844074330345665,37.87940567778148,2.5289009469142183,8.479357876686862,2.863697837994872,13.012146075010168,0.1957185046290718,1.2595326481997997,60.72361845491978
1510,1262-64_Barnet_Nuttallides truempyi,Nuttallides truempyi,Nuttallides truempyi,101.27134054985356,1.2272792876594472,18.26170538377309,2.5274210813037854,7.410911838390426,2.2133509864093357,10.868980238618809,0.2328178213298971,0.8892726177437039,83.02606139487762
1512,1262_63_Barnet_Nuttallides truempyi,Nuttallides truempyi,Nuttallides truempyi,85.61433721378488,1.312769300514326,15.175602440300615,2.6976264506428103,7.790967993083911,1.7131958751157337,9.648169539341632,0.2278406110786119,0.9073377490192788,57.15928746179703
1513,1262_62_Barnet_Nuttallides truempyi,Nuttallides truempyi,Nuttallides truempyi,87.42478415267887,1.223129237264824,13.312630384551902,2.489388755304904,7.233204414327318,1.9087427799584025,13.740798445257235,0.1950950596069221,0.921971421930049,38.78881913942697
1515,1262_61_Barnet_Nuttallides truempyi,Nuttallides truempyi,Nuttallides truempyi,85.94438685498183,1.2430780390909535,7.019998316496601,2.54452225455702,7.438225414344839,2.390959212131086,10.180152776830274,0.1917602344040877,0.8241874058199182,45.89997197093624
1516,1262_60_Barnet_Nuttallides truempyi,Nuttallides truempyi,Nuttallides truempyi,87.89743762276976,1.2333241191931568,15.542393402229662,2.4172594508207657,7.0556068035237285,2.197615397071053,13.069311018711964,0.1877075498914677,0.904081028236054,123.66538304243556
1519,1262_59_Barnet_Nuttallides truempyi,Nuttallides truempyi,Nuttallides truempyi,90.26813617734466,1.268858809229882,31.593917612993543,2.421706677001665,7.489827321467344,2.309137255237563,13.900270603295152,0.2269149635107885,0.8961358062965584,139.8466120911464
1520,1262-58_Barnet_Nuttallides truempyi,Nuttallides truempyi,Nuttallides truempyi,94.4145134751512,1.2467142772647546,20.15168231504931,2.467179881099788,7.53210328155318,1.988825301854816,12.98395912531296,0.1951273157099425,0.8547740264719986,76.53134067445818
1522,1262-57_Barnet_Nuttallides truempyi,Nuttallides truempyi,Nuttallides truempyi,97.26831860877964,1.3034559765350835,25.504113177014887,2.449212287676608,7.452931391464818,2.2004163181486174,13.751115333613724,0.2113711065113139,0.8466175211725121,94.11781249102566
1523,1262_2020_8_Barnet_Nuttallides truempyi,Nuttallides truempyi,Nuttallides truempyi,84.889496278831,1.3046925359335804,10.18863765259504,2.546346029170555,7.9396895312091536,2.022280026541521,11.50070456276085,0.2296357333369958,0.8364237937981855,86.32769647001976
1524,1262_56_Barnet_Nuttallides truempyi,Nuttallides truempyi,Nuttallides truempyi,81.71975729999359,1.2687586511803624,84.34231117403924,2.39446097178144,7.53600496644871,2.5531072399040524,15.220255322840533,0.2226743062911751,0.9054493809289949,105.54121208146584
1526,1262-55_Barnet_Nuttallides truempyi,Nuttallides truempyi,Nuttallides truempyi,90.6922331245598,1.3239674327866766,28.064707771307056,2.375378959975112,7.970344393420259,3.4431710634747623,13.59450650218919,0.2216995220417638,0.8205402343250804,110.1848984398706
1527,1262_2020_9_Barnet_Nuttallides truempyi,Nuttallides truempyi,Nuttallides truempyi,93.67004132449328,1.3053725179908795,14.674107267416224,2.7070457199643343,8.004745466909922,2.205149232786729,12.620783659727838,0.1988166665270229,0.86129635442543,59.78898254471955
1528,1262-54_Barnet_Nuttallides truempyi,Nuttallides truempyi,Nuttallides truempyi,101.15298808692778,1.3177924030167385,108.20976829710406,2.502387159703802,7.704400104282446,2.9992071144882138,13.4806255940644,0.2157513655103481,0.8428005012009111,82.76942505418819
1530,1262-53_Barnet_Nuttallides truempyi,Nuttallides truempyi,Nuttallides truempyi,100.01239328322367,1.5762173977749288,99.8732709461328,2.5387163426307784,8.816629812219398,3.3312861402096456,16.454896938585527,0.2042147304745601,0.8275370278811547,115.60461900536546
1531,1262_9_Barnet_Nuttallides truempyi,Nuttallides truempyi,Nuttallides truempyi,82.48746476357924,1.7506455238736849,29.725347677157146,2.5408744280778923,8.714960072841931,3.2555926478399546,11.12146042748183,0.1761553626841679,1.2689593640319026,53.27255299039863
1532,1262_52_Barnet_Nuttallides truempyi,Nuttallides truempyi,Nuttallides truempyi,89.85946426542245,1.2400123976970845,38.40575160706978,2.490507226088012,7.7031840190234515,2.658005967130361,12.521776699450612,0.181578298229718,0.8303739056450756,45.19455001602036
1533,1262_2020_10_Barnet_Nuttallides truempyi,Nuttallides truempyi,Nuttallides truempyi,85.4371063783752,1.440640059497666,36.55877303904539,2.706702976319337,8.883948372132542,2.944739850776227,12.848530340871337,0.2380609444540693,0.8697144731448068,236.24432416913407
1534,1262_51_Barnet_Nuttallides truempyi,Nuttallides truempyi,Nuttallides truempyi,87.35630000264874,1.208593243440544,70.90110383334043,2.4399510466143357,7.310272275419732,4.211375536878427,15.573843432488506,0.209581690737019,0.8029545588748553,58.72794082233826
1536,1262_49_Barnet_Nuttallides truempyi,Nuttallides truempyi,Nuttallides truempyi,94.48390541690456,1.3046270346912163,94.02103145391364,2.39488127652724,7.648978200054818,2.7917507508223127,18.945594877031247,0.2071502002857923,0.9041516598508011,109.74461856102768
1537,1262_48_Barnet_Nuttallides truempyi,Nuttallides truempyi,Nuttallides truempyi,88.63857086220509,1.2446005056437188,52.14953462960023,2.5577710453543725,7.538625480042005,2.368237812847712,13.29402463170564,0.1747926964483842,0.8255027215306526,55.287513026285936
1538,1262-47_Barnet_Nuttallides truempyi,Nuttallides truempyi,Nuttallides truempyi,95.87375922103276,1.250632399738464,18.196330052477144,2.50209485547776,8.570079902332553,2.529947132571041,13.996992000830316,0.1774558126390505,0.8352122103594388,75.37517619757216
1541,1262_46_Barnet_Nuttallides truempyi,Nuttallides truempyi,Nuttallides truempyi,83.01823555491373,1.2998467185589753,34.49467003969094,2.5547404095500648,7.788666806904257,1.9227988085249683,14.089757972299257,0.2027707428746601,0.939880952825373,39.58087068062798
1542,1262-45_Barnet_Nuttallides truempyi,Nuttallides truempyi,Nuttallides truempyi,94.18969685106948,1.313687618328593,51.81121696082429,2.457427630947932,7.805947112741331,3.566383268441601,16.35387282063568,0.2108162809419159,0.8247436882277712,68.64399614275288
1546,1262-44_Barnet_Nuttallides truempyi,Nuttallides truempyi,Nuttallides truempyi,93.27135303844936,1.2810470000133043,32.35580361632434,2.4692340255212453,8.257833714442125,4.59186488283392,13.891153264723332,0.1844378538835996,0.8276920259753838,75.98307128293403
1547,1262_2020_12_Barnet_Nuttallides truempyi,Nuttallides truempyi,Nuttallides truempyi,84.25348889774592,1.390660360587152,6.878770505951886,2.5599932935359764,8.041031059511926,2.3066436437714946,11.430175214557169,0.1728246276948337,0.8452264770040367,50.88100806166776
1548,1262-43_Barnet_Nuttallides truempyi,Nuttallides truempyi,Nuttallides truempyi,91.38091420931951,1.3209213177396726,79.92519948525867,2.308393495043322,7.736249458354869,3.440173006630824,17.380437135945687,0.3225327893701574,0.8086830405250017,68.84321724712676
1550,1262_2020_13_Barnet_Nuttallides truempyi,Nuttallides truempyi,Nuttallides truempyi,90.04162641916072,1.1885830084463314,6.044458178880266,2.609383233328087,7.789767624410808,2.1827824147992696,10.841316912729988,0.1823535418828441,0.8365418110358388,42.57791418887261
1551,1262-42_Barnet_Nuttallides truempyi,Nuttallides truempyi,Nuttallides truempyi,94.90193086760743,1.338857307604158,244.1783021123261,2.3848029471684518,8.345951170568341,5.281855706143975,20.09261032871512,0.2349765744383143,0.8178480212723401,98.32101479235516
1553,1262_1_Barnet_Nuttallides truempyi,Nuttallides truempyi,Nuttallides truempyi,85.62408179070577,1.2033723909983671,114.49306247017444,2.449193714915013,7.565084651828086,5.079940715089308,15.157206741262424,0.1721984962173027,0.8163109044325432,76.09870329124291
