age_Ma,loess_d13C,loess_d18O,loess_long_d13C,loess_long_d18O
27.268,0.294,2.362,0.27547178,2.3501964
27.270,0.287,2.292,0.27590695,2.3499346
27.272,0.271,2.223,0.27638727,2.3496859
27.274,0.251,2.205,0.27691114,2.3494506
27.276,0.239,2.212,0.27747682,2.3492281
27.278,0.253,2.249,0.27808273,2.3490183
27.280,0.283,2.303,0.27872714,2.3488214
27.282,0.341,2.359,0.27940845,2.3486369
27.284,0.405,2.423,0.28012499,2.3484647
27.286,0.468,2.512,0.28087512,2.3483047
27.288,0.515,2.595,0.2816571,2.3481567
27.290,0.518,2.631,0.28246936,2.3480208
27.292,0.498,2.645,0.28331023,2.3478963
27.294,0.448,2.626,0.28417802,2.3477836
27.296,0.400,2.609,0.28507107,2.3476822
27.298,0.399,2.639,0.28598779,2.3475919
27.300,0.408,2.669,0.28692645,2.347513
27.302,0.418,2.680,0.2878854,2.3474448
27.304,0.434,2.666,0.288863,2.3473873
27.306,0.447,2.585,0.28985763,2.3473406
27.308,0.458,2.496,0.29086754,2.3473041
27.310,0.484,2.435,0.29189116,2.3472781
27.312,0.502,2.394,0.29292679,2.3472621
27.314,0.479,2.409,0.29397279,2.3472562
27.316,0.423,2.438,0.29502749,2.3472602
27.318,0.329,2.455,0.29608926,2.3472738
27.320,0.219,2.471,0.29715639,2.3472967
27.322,0.134,2.457,0.29822728,2.3473291
27.324,0.109,2.383,0.29930022,2.3473709
27.326,0.097,2.304,0.30037358,2.3474214
27.328,0.046,2.259,0.30144572,2.347481
27.330,-0.007,2.217,0.30251494,2.3475492
27.332,-0.032,2.203,0.30357963,2.347626
27.334,-0.039,2.188,0.30463809,2.3477111
27.336,-0.022,2.117,0.30568868,2.3478045
27.338,-0.014,2.042,0.30672976,2.3479059
27.340,-0.058,2.012,0.30775964,2.3480153
27.342,-0.105,1.991,0.30877671,2.3481326
27.344,-0.154,1.954,0.30977926,2.3482575
27.346,-0.170,1.925,0.31076565,2.3483896
27.348,-0.067,1.918,0.31173423,2.3485293
27.350,0.059,1.931,0.31268334,2.348676
27.352,0.145,1.998,0.31361133,2.3488295
27.354,0.210,2.063,0.31451651,2.3489902
27.356,0.229,2.053,0.31539729,2.3491573
27.358,0.226,2.029,0.31625193,2.3493309
27.360,0.219,2.023,0.31707883,2.3495109
27.362,0.193,2.032,0.31787634,2.3496971
27.364,0.124,2.090,0.31864274,2.3498895
27.366,0.053,2.159,0.31937644,2.3500876
27.368,0.017,2.206,0.32007572,2.3502915
27.370,-0.010,2.244,0.32073897,2.3505008
27.372,-0.049,2.269,0.32136452,2.3507156
27.374,-0.075,2.293,0.32195073,2.3509357
27.376,-0.070,2.307,0.32249591,2.3511608
27.378,-0.036,2.329,0.3229984,2.3513908
27.380,0.054,2.398,0.32345659,2.3516257
27.382,0.149,2.481,0.32386875,2.3518653
27.384,0.204,2.561,0.32428613,2.3521435
27.386,0.254,2.634,0.32475978,2.3524935
27.388,0.308,2.659,0.32528803,2.3529129
27.390,0.385,2.590,0.32586914,2.3534
27.392,0.450,2.501,0.32650137,2.3539526
27.394,0.448,2.447,0.32718304,2.3545687
27.396,0.430,2.419,0.32791239,2.3552461
27.398,0.441,2.459,0.32868776,2.3559828
27.400,0.459,2.517,0.32950735,2.3567767
27.402,0.496,2.564,0.33036947,2.3576257
27.404,0.505,2.587,0.33127245,2.3585281
27.406,0.409,2.535,0.3322145,2.3594813
27.408,0.305,2.472,0.33319393,2.3604836
27.410,0.238,2.433,0.33420902,2.3615327
27.412,0.202,2.407,0.33525807,2.3626268
27.414,0.266,2.435,0.33633932,2.3637636
27.416,0.346,2.470,0.33745107,2.3649411
27.418,0.360,2.456,0.33859161,2.3661573
27.420,0.349,2.407,0.3397592,2.3674102
27.422,0.331,2.336,0.34095213,2.3686974
27.424,0.308,2.230,0.34216866,2.3700173
27.426,0.296,2.140,0.34340712,2.3713675
27.428,0.318,2.128,0.34466574,2.372746
27.430,0.343,2.141,0.34594283,2.374151
27.432,0.353,2.158,0.34723663,2.3755801
27.434,0.356,2.173,0.34854546,2.3770311
27.436,0.335,2.147,0.34986761,2.3785026
27.438,0.308,2.124,0.3512013,2.3799918
27.440,0.294,2.137,0.35254487,2.3814971
27.442,0.285,2.168,0.35389659,2.3830163
27.444,0.291,2.232,0.35525471,2.3845475
27.446,0.297,2.302,0.35661751,2.3860884
27.448,0.277,2.368,0.35798332,2.3876369
27.450,0.255,2.409,0.35935038,2.3891909
27.452,0.262,2.384,0.36071697,2.3907487
27.454,0.290,2.331,0.36208138,2.392308
27.456,0.321,2.299,0.36344188,2.3938668
27.458,0.326,2.294,0.36479676,2.3954229
27.460,0.335,2.310,0.3661443,2.3969743
27.462,0.388,2.382,0.36748275,2.3985193
27.464,0.445,2.473,0.36881045,2.4000552
27.466,0.501,2.574,0.37012562,2.4015801
27.468,0.543,2.655,0.37142658,2.4030924
27.470,0.505,2.644,0.3727116,2.4045894
27.472,0.465,2.602,0.37397897,2.4060695
27.474,0.517,2.558,0.37522694,2.4075305
27.476,0.585,2.529,0.37645379,2.4089704
27.478,0.634,2.573,0.37765783,2.410387
27.480,0.669,2.626,0.37883732,2.4117782
27.482,0.660,2.643,0.37999055,2.4131422
27.484,0.642,2.646,0.38111579,2.4144766
27.486,0.647,2.631,0.38221136,2.4157796
27.488,0.652,2.609,0.38327545,2.4170489
27.490,0.633,2.590,0.38430643,2.4182827
27.492,0.618,2.567,0.38530254,2.4194789
27.494,0.641,2.533,0.38626206,2.4206352
27.496,0.669,2.497,0.38718328,2.4217496
27.498,0.694,2.457,0.38806444,2.4228203
27.500,0.707,2.428,0.38890389,2.4238451
27.502,0.676,2.433,0.38969988,2.4248216
27.504,0.631,2.453,0.39045066,2.4257483
27.506,0.583,2.486,0.39115456,2.4266226
27.508,0.545,2.522,0.39180979,2.427443
27.510,0.541,2.551,0.39241472,2.4282069
27.512,0.553,2.575,0.39296755,2.4289126
27.514,0.589,2.585,0.39346662,2.429558
27.516,0.618,2.585,0.39391017,2.430141
27.518,0.595,2.569,0.3943328,2.4307098
27.520,0.546,2.544,0.39476982,2.4313145
27.522,0.502,2.527,0.39522052,2.431953
27.524,0.485,2.530,0.39568424,2.4326243
27.526,0.477,2.538,0.39616033,2.4333272
27.528,0.468,2.544,0.39664811,2.4340601
27.530,0.455,2.545,0.39714694,2.4348221
27.532,0.433,2.525,0.39765611,2.4356117
27.534,0.410,2.499,0.39817497,2.4364274
27.536,0.375,2.480,0.39870289,2.4372683
27.538,0.352,2.464,0.39923915,2.4381328
27.540,0.375,2.465,0.39978307,2.4390197
27.542,0.418,2.457,0.40033406,2.4399276
27.544,0.478,2.401,0.40089139,2.4408555
27.546,0.534,2.335,0.40145442,2.4418018
27.548,0.546,2.273,0.40202245,2.4427652
27.550,0.551,2.229,0.40259483,2.4437444
27.552,0.574,2.242,0.40317091,2.4447384
27.554,0.598,2.271,0.40375003,2.4457457
27.556,0.620,2.298,0.40433148,2.4467649
27.558,0.632,2.324,0.40491462,2.4477947
27.560,0.615,2.340,0.40549877,2.4488339
27.562,0.593,2.355,0.40608326,2.4498813
27.564,0.578,2.373,0.40666744,2.4509356
27.566,0.564,2.385,0.40725064,2.4519951
27.568,0.549,2.379,0.40783218,2.453059
27.570,0.537,2.367,0.40841141,2.4541259
27.572,0.530,2.339,0.40898764,2.455194
27.574,0.531,2.322,0.4095602,2.4562628
27.576,0.562,2.350,0.41012847,2.4573302
27.578,0.582,2.392,0.41069174,2.4583955
27.580,0.548,2.435,0.41124934,2.4594572
27.582,0.498,2.481,0.41180062,2.4605141
27.584,0.442,2.525,0.4123449,2.4615645
27.586,0.383,2.565,0.41288152,2.4626076
27.588,0.361,2.590,0.41340983,2.4636416
27.590,0.416,2.590,0.41392913,2.4646659
27.592,0.483,2.578,0.41443875,2.4656785
27.594,0.515,2.561,0.41493806,2.4666784
27.596,0.531,2.539,0.41542637,2.4676645
27.598,0.504,2.517,0.41590303,2.4686351
27.600,0.473,2.491,0.41636732,2.469589
27.602,0.486,2.452,0.41681865,2.4705253
27.604,0.509,2.419,0.41725627,2.471442
27.606,0.526,2.416,0.41767958,2.4723384
27.608,0.533,2.426,0.4180879,2.473213
27.610,0.521,2.441,0.41848052,2.4740644
27.612,0.499,2.460,0.41885683,2.4748914
27.614,0.458,2.486,0.4192161,2.4756927
27.616,0.420,2.510,0.41955772,2.4764671
27.618,0.406,2.520,0.41988099,2.4772129
27.620,0.399,2.519,0.42018527,2.4779294
27.622,0.406,2.492,0.42046985,2.4786148
27.624,0.417,2.464,0.42073411,2.4792681
27.626,0.414,2.462,0.42097732,2.4798877
27.628,0.409,2.475,0.4211989,2.4804726
27.630,0.405,2.517,0.4213981,2.4810212
27.632,0.398,2.553,0.42157432,2.4815326
27.634,0.391,2.545,0.42172682,2.4820051
27.636,0.384,2.529,0.421855,2.4824378
27.638,0.380,2.513,0.42195818,2.4828291
27.640,0.381,2.499,0.42203563,2.4831777
27.642,0.390,2.498,0.42208678,2.4834824
27.644,0.400,2.502,0.42211089,2.483742
27.646,0.421,2.515,0.42210728,2.4839549
27.648,0.441,2.529,0.42207536,2.4841201
27.650,0.434,2.537,0.42200956,2.4842544
27.652,0.414,2.544,0.4219054,2.4843757
27.654,0.397,2.556,0.42176369,2.4844842
27.656,0.383,2.577,0.42158529,2.4845796
27.658,0.380,2.602,0.42137104,2.4846623
27.660,0.423,2.642,0.42112178,2.4847319
27.662,0.459,2.671,0.4208383,2.4847889
27.664,0.425,2.653,0.4205215,2.484833
27.666,0.377,2.622,0.42017218,2.4848642
27.668,0.325,2.585,0.41979119,2.4848828
27.670,0.284,2.551,0.41937935,2.4848888
27.672,0.326,2.532,0.41893753,2.4848819
27.674,0.387,2.528,0.41846654,2.4848623
27.676,0.423,2.561,0.4179672,2.4848301
27.678,0.427,2.600,0.41744041,2.4847853
27.680,0.351,2.615,0.41688696,2.4847281
27.682,0.266,2.636,0.41630769,2.4846582
27.684,0.231,2.679,0.41570345,2.4845757
27.686,0.219,2.732,0.41507506,2.4844809
27.688,0.220,2.779,0.41442338,2.4843733
27.690,0.227,2.830,0.41374922,2.4842534
27.692,0.229,2.852,0.41305345,2.4841211
27.694,0.203,2.785,0.41233689,2.4839766
27.696,0.193,2.707,0.41160035,2.4838195
27.698,0.267,2.672,0.41084474,2.4836502
27.700,0.346,2.640,0.41007081,2.4834685
27.702,0.368,2.608,0.40927947,2.4832745
27.704,0.359,2.567,0.40847149,2.4830682
27.706,0.292,2.484,0.40764779,2.4828498
27.708,0.221,2.407,0.40680912,2.4826193
27.710,0.201,2.392,0.40595639,2.4823763
27.712,0.190,2.384,0.40509036,2.4821215
27.714,0.175,2.348,0.40421194,2.4818544
27.716,0.157,2.309,0.40332195,2.4815753
27.718,0.128,2.276,0.40242121,2.4812839
27.720,0.095,2.256,0.40151054,2.4809809
27.722,0.069,2.255,0.40059084,2.4806654
27.724,0.036,2.279,0.39966288,2.4803383
27.726,0.012,2.309,0.39872754,2.4799991
27.728,0.027,2.345,0.3977856,2.4796481
27.730,0.071,2.370,0.39683798,2.479285
27.732,0.163,2.358,0.39588547,2.4789102
27.734,0.255,2.331,0.39492893,2.4785235
27.736,0.311,2.279,0.39396915,2.4781251
27.738,0.342,2.224,0.39300701,2.4777148
27.740,0.308,2.203,0.39204335,2.4772928
27.742,0.260,2.203,0.39107898,2.4768591
27.744,0.240,2.242,0.39011472,2.4764137
27.746,0.218,2.275,0.38915148,2.4759564
27.748,0.168,2.252,0.38819003,2.4754877
27.750,0.137,2.229,0.38723126,2.4750073
27.752,0.184,2.230,0.38627595,2.4745154
27.754,0.259,2.233,0.38532498,2.4740119
27.756,0.355,2.243,0.38437915,2.4734969
27.758,0.438,2.252,0.38343936,2.4729702
27.760,0.440,2.216,0.38250637,2.4724321
27.762,0.429,2.196,0.38158107,2.4718828
27.764,0.450,2.286,0.38066429,2.4713218
27.766,0.464,2.389,0.37975684,2.4707496
27.768,0.441,2.454,0.37885958,2.470166
27.770,0.416,2.495,0.37797335,2.4695709
27.772,0.410,2.454,0.37709898,2.4689646
27.774,0.411,2.401,0.3762373,2.4683468
27.776,0.428,2.397,0.37538916,2.4677181
27.778,0.449,2.420,0.37455541,2.467078
27.780,0.457,2.501,0.37373683,2.4664268
27.782,0.460,2.595,0.37293431,2.4657643
27.784,0.459,2.663,0.37211958,2.4650629
27.786,0.455,2.712,0.37126458,2.4642961
27.788,0.454,2.719,0.37037057,2.4634659
27.790,0.454,2.659,0.36943883,2.462574
27.792,0.461,2.599,0.36847058,2.4616227
27.794,0.495,2.579,0.36746705,2.4606135
27.796,0.531,2.565,0.36642951,2.4595485
27.798,0.545,2.571,0.36535922,2.4584293
27.800,0.551,2.579,0.3642574,2.4572585
27.802,0.549,2.555,0.36312529,2.4560375
27.804,0.538,2.527,0.36196417,2.4547682
27.806,0.510,2.512,0.36077526,2.4534528
27.808,0.479,2.496,0.3595598,2.4520929
27.810,0.462,2.480,0.35831907,2.4506907
27.812,0.445,2.457,0.35705429,2.4492481
27.814,0.418,2.417,0.35576674,2.4477668
27.816,0.388,2.375,0.35445762,2.4462488
27.818,0.358,2.328,0.35312819,2.4446959
27.820,0.328,2.279,0.35177973,2.4431102
27.822,0.293,2.247,0.35041344,2.4414937
27.824,0.271,2.235,0.34903058,2.4398482
27.826,0.286,2.240,0.34763244,2.4381754
27.828,0.310,2.255,0.3462202,2.4364777
27.830,0.330,2.296,0.34479514,2.4347565
27.832,0.348,2.338,0.34335849,2.4330139
27.834,0.343,2.349,0.34191152,2.431252
27.836,0.328,2.357,0.3404555,2.4294724
27.838,0.320,2.374,0.33899161,2.4276772
27.840,0.313,2.392,0.33752114,2.4258683
27.842,0.292,2.401,0.33604532,2.4240477
27.844,0.261,2.416,0.3345654,2.4222171
27.846,0.224,2.461,0.33308265,2.4203787
27.848,0.197,2.514,0.33159825,2.418534
27.850,0.205,2.563,0.33011353,2.4166853
27.852,0.239,2.609,0.3286297,2.4148345
27.854,0.282,2.629,0.32714799,2.4129832
27.856,0.326,2.600,0.32566968,2.4111335
27.858,0.352,2.546,0.32419598,2.4092875
27.860,0.337,2.472,0.32272816,2.4074469
27.862,0.317,2.413,0.32126746,2.4056134
27.864,0.313,2.416,0.31981513,2.4037895
27.866,0.320,2.446,0.31837243,2.4019766
27.868,0.350,2.514,0.31694058,2.4001768
27.870,0.379,2.583,0.31552082,2.398392
27.872,0.386,2.602,0.31411445,2.3966241
27.874,0.391,2.609,0.31272265,2.394875
27.876,0.404,2.632,0.31134671,2.3931468
27.878,0.411,2.649,0.30998787,2.3914411
27.880,0.402,2.635,0.30864736,2.3897603
27.882,0.387,2.606,0.30732644,2.3881056
27.884,0.369,2.553,0.30602634,2.3864794
27.886,0.352,2.502,0.30474836,2.3848836
27.888,0.332,2.489,0.30349368,2.3833201
27.890,0.330,2.491,0.30226356,2.3817906
27.892,0.389,2.514,0.30105928,2.3802972
27.894,0.451,2.516,0.29988205,2.3788419
27.896,0.479,2.418,0.29873314,2.3774264
27.898,0.494,2.322,0.2976138,2.3760526
27.900,0.461,2.302,0.29652527,2.3747227
27.902,0.420,2.311,0.29546878,2.3734384
27.904,0.429,2.382,0.2944456,2.3722017
27.906,0.451,2.440,0.29345694,2.3710144
27.908,0.466,2.368,0.2925041,2.3698783
27.910,0.478,2.286,0.29158828,2.3687959
27.912,0.496,2.293,0.29071075,2.3677683
27.914,0.507,2.311,0.28987277,2.3667979
27.916,0.492,2.295,0.28904414,2.3658319
27.918,0.463,2.260,0.28819442,2.3648167
27.920,0.431,2.211,0.28732452,2.363754
27.922,0.385,2.143,0.28643528,2.3626461
27.924,0.338,2.100,0.28552756,2.3614943
27.926,0.304,2.126,0.2846022,2.3603005
27.928,0.280,2.188,0.28366008,2.3590665
27.930,0.270,2.305,0.28270209,2.357794
27.932,0.267,2.421,0.28172907,2.3564847
27.934,0.265,2.487,0.2807419,2.3551402
27.936,0.271,2.521,0.27974138,2.3537626
27.938,0.297,2.458,0.27872846,2.3523533
27.940,0.327,2.382,0.27770394,2.3509142
27.942,0.367,2.377,0.2766687,2.3494473
27.944,0.396,2.403,0.27562359,2.3479538
27.946,0.376,2.496,0.27456951,2.346436
27.948,0.354,2.585,0.2735073,2.3448954
27.950,0.360,2.580,0.27243781,2.3433335
27.952,0.376,2.531,0.27136192,2.3417525
27.954,0.398,2.476,0.27028048,2.3401537
27.956,0.432,2.423,0.26919436,2.3385394
27.958,0.461,2.388,0.26810443,2.3369107
27.960,0.474,2.422,0.26701155,2.3352699
27.962,0.478,2.465,0.26591659,2.3336186
27.964,0.465,2.468,0.26482037,2.3319583
27.966,0.446,2.457,0.26372379,2.330291
27.968,0.424,2.419,0.26262769,2.3286183
27.970,0.398,2.391,0.26153296,2.326942
27.972,0.370,2.425,0.26044047,2.325264
27.974,0.347,2.469,0.25935104,2.3235857
27.976,0.334,2.497,0.25826555,2.3219092
27.978,0.328,2.507,0.25718486,2.3202362
27.980,0.341,2.469,0.25610986,2.3185682
27.982,0.351,2.421,0.25504139,2.3169072
27.984,0.336,2.389,0.25398028,2.3152547
27.986,0.311,2.367,0.25292745,2.3136127
27.988,0.288,2.366,0.25188375,2.3119826
27.990,0.264,2.406,0.25085002,2.3103666
27.992,0.246,2.446,0.24982713,2.3087664
27.994,0.261,2.450,0.24881595,2.3071833
27.996,0.278,2.438,0.24781734,2.3056195
27.998,0.268,2.401,0.24683216,2.3040764
28.000,0.255,2.366,0.24586128,2.302556
28.002,0.263,2.371,0.24490553,2.30106
28.004,0.267,2.382,0.24396582,2.2995899
28.006,0.251,2.389,0.24304299,2.2981479
28.008,0.224,2.378,0.24213789,2.2967355
28.010,0.176,2.313,0.24125141,2.2953544
28.012,0.133,2.237,0.2403844,2.2940063
28.014,0.122,2.153,0.23953772,2.2926931
28.016,0.123,2.095,0.23871222,2.2914166
28.018,0.135,2.154,0.23790878,2.2901783
28.020,0.155,2.242,0.23712826,2.2889802
28.022,0.177,2.322,0.23637152,2.2878239
28.024,0.197,2.365,0.23563941,2.2867112
28.026,0.197,2.272,0.23493282,2.2856438
28.028,0.196,2.159,0.2342526,2.2846236
28.030,0.202,2.107,0.2335996,2.2836521
28.032,0.219,2.090,0.23297469,2.2827313
28.034,0.273,2.167,0.23237875,2.2818625
28.036,0.323,2.248,0.23181261,2.2810481
28.038,0.333,2.246,0.23127717,2.2802894
28.040,0.320,2.209,0.23077326,2.2795882
28.042,0.271,2.111,0.23030175,2.2789464
28.044,0.208,2.015,0.22986351,2.2783656
28.046,0.138,1.983,0.2294594,2.2778475
28.048,0.071,1.992,0.22909029,2.2773941
28.050,0.031,2.080,0.2287522,2.2769883
28.052,0.010,2.207,0.22844009,2.2766113
28.054,0.012,2.289,0.22815326,2.2762625
28.056,0.049,2.263,0.22789095,2.2759416
28.058,0.091,2.217,0.22765246,2.2756476
28.060,0.115,2.200,0.22743703,2.2753801
28.062,0.134,2.202,0.22724396,2.2751384
28.064,0.142,2.287,0.22707251,2.2749219
28.066,0.144,2.367,0.22692195,2.2747297
28.068,0.151,2.352,0.22679156,2.2745614
28.070,0.152,2.297,0.22668061,2.2744164
28.072,0.131,2.195,0.22658835,2.2742941
28.074,0.094,2.093,0.22651409,2.2741938
28.076,0.030,2.050,0.22645707,2.2741146
28.078,-0.030,2.040,0.22641657,2.2740562
28.080,-0.056,2.077,0.22639188,2.274018
28.082,-0.068,2.119,0.22638224,2.2739992
28.084,-0.056,2.118,0.22638695,2.2739992
28.086,-0.042,2.113,0.22640526,2.2740173
28.088,-0.058,2.112,0.22643647,2.2740529
28.090,-0.074,2.122,0.22647981,2.2741055
28.092,-0.068,2.184,0.22653459,2.2741745
28.094,-0.046,2.240,0.22660007,2.2742589
28.096,0.007,2.235,0.2266755,2.2743583
28.098,0.062,2.205,0.22676018,2.2744722
28.100,0.094,2.149,0.22685337,2.2745998
28.102,0.113,2.092,0.22695436,2.2747405
28.104,0.115,2.065,0.22706239,2.2748938
28.106,0.109,2.047,0.22717674,2.2750587
28.108,0.088,2.023,0.2272967,2.2752349
28.110,0.069,2.012,0.22742154,2.2754216
28.112,0.071,2.034,0.22755051,2.2756183
28.114,0.093,2.078,0.22768289,2.2758243
28.116,0.151,2.147,0.22781795,2.2760391
28.118,0.219,2.225,0.22795498,2.2762618
28.120,0.256,2.282,0.22809324,2.2764919
28.122,0.231,2.314,0.228232,2.2767289
28.124,0.206,2.333,0.22837052,2.2769718
28.126,0.234,2.312,0.2285081,2.2772202
28.128,0.261,2.282,0.22864398,2.2774737
28.130,0.255,2.271,0.22877745,2.2777314
28.132,0.245,2.273,0.22890779,2.2779925
28.134,0.240,2.316,0.22903426,2.2782567
28.136,0.237,2.363,0.22915614,2.2785232
28.138,0.248,2.374,0.22927268,2.2787914
28.140,0.259,2.367,0.22938316,2.2790606
28.142,0.250,2.338,0.22948687,2.2793305
28.144,0.252,2.306,0.22958307,2.2795999
28.146,0.319,2.284,0.22967102,2.2798686
28.148,0.390,2.262,0.22975001,2.2801359
28.150,0.415,2.236,0.2298193,2.280401
28.152,0.408,2.216,0.22987817,2.2806633
28.154,0.337,2.212,0.22992589,2.2809222
28.156,0.258,2.221,0.22996174,2.2811773
28.158,0.217,2.258,0.22998495,2.2814276
28.160,0.189,2.296,0.22999485,2.2816727
28.162,0.178,2.315,0.22999068,2.2819118
28.164,0.177,2.314,0.22997171,2.2821445
28.166,0.190,2.259,0.22993723,2.2823699
28.168,0.209,2.205,0.22988649,2.2825875
28.170,0.230,2.198,0.22981876,2.2827969
28.172,0.236,2.202,0.22973335,2.2829969
28.174,0.184,2.208,0.22962949,2.2831874
28.176,0.127,2.218,0.22950646,2.2833674
28.178,0.109,2.224,0.22936355,2.2835364
28.180,0.108,2.227,0.22920001,2.283694
28.182,0.137,2.241,0.22904955,2.283879
28.184,0.184,2.261,0.22894536,2.2841299
28.186,0.216,2.269,0.22888604,2.2844443
28.188,0.216,2.260,0.22887011,2.2848208
28.190,0.202,2.238,0.22889617,2.2852571
28.192,0.164,2.181,0.22896276,2.2857513
28.194,0.132,2.115,0.22906847,2.2863016
28.196,0.164,2.059,0.22921185,2.286906
28.198,0.201,2.024,0.22939144,2.2875624
28.200,0.197,2.040,0.22960584,2.288269
28.202,0.185,2.069,0.2298536,2.2890241
28.204,0.171,2.096,0.23013328,2.2898254
28.206,0.152,2.118,0.23044345,2.2906709
28.208,0.142,2.108,0.23078267,2.291559
28.210,0.129,2.106,0.23114949,2.2924874
28.212,0.097,2.160,0.23154251,2.2934544
28.214,0.058,2.211,0.23196027,2.2944582
28.216,0.030,2.221,0.23240133,2.2954965
28.218,0.005,2.221,0.23286425,2.2965674
28.220,-0.024,2.224,0.23334761,2.2976692
28.222,-0.068,2.242,0.23384997,2.2987995
28.224,-0.098,2.264,0.23436989,2.299957
28.226,-0.095,2.266,0.23490593,2.3011394
28.228,-0.077,2.262,0.23545666,2.3023448
28.230,-0.040,2.282,0.23602064,2.303571
28.232,0.008,2.303,0.23659644,2.3048165
28.234,0.053,2.305,0.23718262,2.3060791
28.236,0.106,2.300,0.23777774,2.3073571
28.238,0.181,2.277,0.23838037,2.3086481
28.240,0.241,2.241,0.23898907,2.3099506
28.242,0.242,2.186,0.23960242,2.3112624
28.244,0.236,2.150,0.24021894,2.3125818
28.246,0.262,2.176,0.24083725,2.3139064
28.248,0.278,2.223,0.24145587,2.3152349
28.250,0.258,2.280,0.24207337,2.3165648
28.252,0.223,2.352,0.24268834,2.3178945
28.254,0.200,2.419,0.24329932,2.3192217
28.256,0.216,2.493,0.24390489,2.3205447
28.258,0.241,2.557,0.2445036,2.3218617
28.260,0.245,2.578,0.24509402,2.3231707
28.262,0.241,2.572,0.24567471,2.3244696
28.264,0.216,2.540,0.24624424,2.3257563
28.266,0.198,2.500,0.24680117,2.3270292
28.268,0.231,2.469,0.24734406,2.3282862
28.270,0.269,2.429,0.24787147,2.3295255
28.272,0.264,2.360,0.24838199,2.3307447
28.274,0.261,2.301,0.24887416,2.3319426
28.276,0.300,2.279,0.24934654,2.3331165
28.278,0.353,2.282,0.24979772,2.334265
28.280,0.421,2.335,0.25022623,2.335386
28.282,0.487,2.396,0.25063065,2.3364775
28.284,0.535,2.427,0.25100955,2.3375375
28.286,0.564,2.448,0.25136149,2.3385642
28.288,0.571,2.448,0.25168502,2.3395555
28.290,0.558,2.445,0.25197873,2.3405097
28.292,0.498,2.461,0.25224116,2.3414247
28.294,0.435,2.486,0.25247088,2.3422983
28.296,0.417,2.527,0.25266647,2.3431292
28.298,0.413,2.558,0.25282648,2.3439147
28.300,0.424,2.545,0.25294945,2.3446534
28.302,0.433,2.520,0.253034,2.3453434
28.304,0.407,2.478,0.25307864,2.3459823
28.306,0.380,2.454,0.25308198,2.3465683
28.308,0.376,2.507,0.25304252,2.3470998
28.310,0.380,2.570,0.25295889,2.3475745
28.312,0.392,2.606,0.25282961,2.3479908
28.314,0.411,2.614,0.2526533,2.3483462
28.316,0.442,2.557,0.25244001,2.3486722
28.318,0.479,2.472,0.25220141,2.3490012
28.320,0.505,2.409,0.25193825,2.349333
28.322,0.512,2.407,0.25165129,2.3496673
28.324,0.507,2.410,0.25134137,2.350004
28.326,0.485,2.361,0.2510092,2.350343
28.328,0.460,2.310,0.25065559,2.3506842
28.330,0.451,2.295,0.2502813,2.3510273
28.332,0.441,2.292,0.24988715,2.3513722
28.334,0.421,2.295,0.24947388,2.3517189
28.336,0.392,2.305,0.24904227,2.3520672
28.338,0.347,2.321,0.24859311,2.3524168
28.340,0.295,2.329,0.24812716,2.3527675
28.342,0.229,2.302,0.24764521,2.3531194
28.344,0.178,2.272,0.24714805,2.3534722
28.346,0.184,2.248,0.24663644,2.353826
28.348,0.217,2.243,0.24611115,2.3541803
28.350,0.285,2.312,0.24557298,2.3545351
28.352,0.350,2.385,0.24502268,2.3548903
28.354,0.359,2.402,0.24446107,2.3552456
28.356,0.349,2.407,0.24388888,2.3556011
28.358,0.314,2.405,0.24330693,2.3559563
28.360,0.287,2.401,0.24271597,2.3563113
28.362,0.322,2.422,0.24211678,2.3566661
28.364,0.364,2.442,0.24151015,2.3570201
28.366,0.376,2.439,0.24089685,2.3573735
28.368,0.388,2.446,0.24027765,2.3577261
28.370,0.403,2.498,0.23965335,2.3580778
28.372,0.420,2.542,0.2390247,2.3584282
28.374,0.464,2.545,0.2383925,2.3587773
28.376,0.501,2.532,0.2377575,2.3591249
28.378,0.479,2.488,0.23712052,2.3594711
28.380,0.445,2.442,0.23648231,2.3598154
28.382,0.428,2.434,0.23584364,2.360158
28.384,0.415,2.445,0.23520531,2.3604984
28.386,0.405,2.464,0.23456807,2.3608365
28.388,0.391,2.503,0.23393273,2.3611724
28.390,0.380,2.528,0.23330005,2.361506
28.392,0.390,2.490,0.23267081,2.3618367
28.394,0.405,2.429,0.23204578,2.3621647
28.396,0.426,2.340,0.23142576,2.3624897
28.398,0.433,2.267,0.23081151,2.3628118
28.400,0.391,2.282,0.23020379,2.3631306
28.402,0.334,2.318,0.22960341,2.363446
28.404,0.266,2.333,0.22901115,2.3637578
28.406,0.211,2.341,0.22842775,2.3640659
28.408,0.223,2.321,0.22785403,2.3643703
28.410,0.255,2.312,0.22729073,2.3646708
28.412,0.291,2.364,0.22673866,2.3649669
28.414,0.322,2.429,0.22619857,2.3652589
28.416,0.322,2.487,0.22567126,2.3655465
28.418,0.303,2.535,0.2251575,2.3658295
28.420,0.256,2.555,0.22465807,2.3661077
28.422,0.196,2.556,0.22417374,2.3663812
28.424,0.126,2.524,0.22370529,2.3666494
28.426,0.065,2.483,0.2232535,2.3669126
28.428,0.035,2.451,0.22281915,2.3671706
28.430,0.037,2.431,0.22240302,2.3674228
